bruises,odor,gill-spacing,gill-size,gill-color,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,ring-type,spore-print-color,population,habitat,poisonous
t,n,c,b,p,s,s,w,p,p,k,y,d,e
t,n,c,b,p,s,s,p,w,p,n,v,d,e
t,n,c,b,w,s,s,w,g,p,n,v,d,e
t,n,c,b,w,s,s,g,w,p,n,y,d,e
t,n,c,b,p,s,s,g,w,p,n,v,d,e
t,n,c,b,n,s,s,p,w,p,k,v,d,e
t,n,c,b,w,s,s,p,w,p,k,v,d,e
t,n,c,b,w,s,s,p,w,p,n,v,d,e
t,n,c,b,p,s,s,w,p,p,k,v,d,e
t,n,c,b,n,s,s,w,w,p,n,v,d,e
t,n,c,b,u,s,s,g,g,p,n,v,d,e
t,n,c,b,w,s,s,p,g,p,n,y,d,e
t,n,c,b,p,s,s,w,p,p,k,v,d,e
t,n,c,b,n,s,s,p,p,p,n,y,d,e
f,n,w,b,k,f,f,w,w,e,n,s,g,e
t,n,c,b,p,s,s,g,g,p,k,y,d,e
t,n,c,b,p,s,s,g,w,p,k,v,d,e
t,n,c,b,p,s,s,p,w,p,n,v,d,e
t,n,c,b,w,s,s,w,p,p,k,v,d,e
t,n,c,b,p,s,s,w,w,p,n,y,d,e
t,n,c,b,p,s,s,w,g,p,n,v,d,e
t,n,c,b,p,s,s,p,g,p,k,v,d,e
t,n,c,b,p,s,s,p,w,p,k,y,d,e
t,n,c,b,p,s,s,w,g,p,n,y,d,e
f,n,w,b,h,s,f,w,w,e,k,s,g,e
f,f,c,b,g,k,k,b,p,l,h,y,p,p
t,n,c,b,p,s,s,g,w,p,k,y,d,e
t,n,c,b,w,s,s,w,g,p,n,y,d,e
t,p,c,n,w,s,s,w,w,p,k,v,g,p
t,n,c,b,u,s,s,w,w,p,k,y,d,e
t,n,c,b,n,s,s,p,w,p,n,y,d,e
t,n,c,b,n,s,s,p,g,p,k,v,d,e
t,n,c,b,n,s,s,g,w,p,k,v,d,e
t,n,c,b,p,s,s,g,p,p,n,v,d,e
f,n,w,b,n,f,f,w,w,e,n,a,g,e
t,n,c,b,u,s,s,g,w,p,n,y,d,e
t,n,c,b,n,s,s,g,w,p,k,y,d,e
t,n,c,b,u,s,s,g,g,p,n,y,d,e
t,n,c,b,w,s,s,g,p,p,k,y,d,e
f,n,w,b,h,f,f,w,w,e,n,s,g,e
t,n,c,b,p,s,s,p,w,p,n,v,d,e
t,n,c,b,w,s,s,w,w,p,k,v,d,e
t,n,c,b,p,s,s,p,p,p,k,y,d,e
t,n,c,b,u,s,s,w,w,p,n,y,d,e
t,n,c,b,w,s,s,p,g,p,n,v,d,e
t,n,c,b,u,s,s,p,w,p,n,v,d,e
t,n,c,b,n,s,s,p,p,p,n,v,d,e
f,n,w,b,n,f,s,w,w,e,n,a,g,e
t,n,c,b,w,s,s,w,p,p,k,y,d,e
t,n,c,b,n,s,s,w,g,p,k,y,d,e
t,n,c,b,w,s,s,p,p,p,n,y,d,e
t,n,c,b,w,s,s,p,g,p,k,y,d,e
t,n,c,b,n,s,s,p,w,p,k,y,d,e
f,n,w,b,h,s,f,w,w,e,k,a,g,e
t,n,c,b,p,s,s,g,g,p,n,v,d,e
t,n,c,b,p,s,s,w,w,p,k,y,d,e
t,n,c,b,p,s,s,p,g,p,n,v,d,e
t,n,c,b,n,s,s,p,w,p,n,v,d,e
f,n,w,b,n,s,f,w,w,e,k,s,g,e
t,n,c,b,n,s,s,w,p,p,k,v,d,e
t,n,c,b,u,s,s,g,w,p,k,y,d,e
t,n,c,b,n,s,s,w,g,p,k,v,d,e
t,n,c,b,u,s,s,w,p,p,n,y,d,e
t,n,c,b,u,s,s,p,g,p,k,y,d,e
t,n,c,b,w,s,s,w,p,p,n,y,d,e
t,n,c,b,n,s,s,w,w,p,n,v,d,e
t,n,c,b,w,s,s,g,w,p,n,v,d,e
t,n,c,b,p,s,s,p,g,p,k,y,d,e
t,n,c,b,u,s,s,p,g,p,n,y,d,e
t,n,c,b,p,s,s,w,g,p,n,v,d,e
t,n,c,b,n,s,s,w,g,p,k,y,d,e
t,n,c,b,p,s,s,w,p,p,k,y,d,e
f,c,w,n,n,s,s,w,w,p,k,v,d,p
t,n,c,b,w,s,s,g,w,p,k,y,d,e
t,n,c,b,p,s,s,w,g,p,n,y,d,e
t,p,c,n,p,s,s,w,w,p,k,s,u,p
t,n,c,b,u,s,s,w,g,p,k,y,d,e
t,n,c,b,u,s,s,g,g,p,k,y,d,e
t,n,c,b,n,s,s,g,g,p,k,v,d,e
t,n,c,b,n,s,s,p,w,p,n,v,d,e
t,n,c,b,p,s,s,w,g,p,k,v,d,e
t,n,c,b,p,s,s,p,g,p,n,y,d,e
f,n,w,b,n,s,s,w,w,e,k,s,g,e
t,n,c,b,p,s,s,w,p,p,n,v,d,e
f,n,w,b,p,s,f,w,w,e,n,s,g,e
t,n,c,b,w,s,s,g,p,p,n,y,d,e
t,n,c,b,p,s,s,p,p,p,k,v,d,e
t,n,c,b,p,s,s,w,p,p,n,v,d,e
t,n,c,b,u,s,s,g,p,p,k,v,d,e
t,n,c,b,w,s,s,p,w,p,n,v,d,e
t,n,c,b,w,s,s,p,w,p,k,y,d,e
t,n,c,b,w,s,s,p,g,p,k,v,d,e
t,n,c,b,n,s,s,p,p,p,n,y,d,e
t,n,c,b,p,s,s,g,g,p,n,v,d,e
t,n,c,b,p,s,s,w,w,p,k,v,d,e
t,n,c,b,n,s,s,g,w,p,k,y,d,e
t,n,c,b,w,s,s,p,w,p,n,v,d,e
t,n,c,b,w,s,s,p,p,p,n,y,d,e
t,n,c,b,n,s,s,g,g,p,k,v,d,e
t,n,c,b,p,s,s,p,p,p,n,y,d,e
t,n,c,b,u,s,s,p,p,p,n,v,d,e
t,n,c,b,w,s,s,w,g,p,k,y,d,e
t,n,c,b,w,s,s,p,g,p,k,v,d,e
t,n,c,b,p,s,s,w,w,p,k,v,d,e
t,n,c,b,w,s,s,w,p,p,k,y,d,e
t,n,c,b,p,s,s,w,w,p,k,y,d,e
t,n,c,b,n,s,s,p,w,p,n,v,d,e
t,n,c,b,w,s,s,g,p,p,k,y,d,e
t,n,c,b,w,s,s,p,p,p,k,v,d,e
t,n,c,b,p,s,s,w,g,p,k,y,d,e
t,n,c,b,w,s,s,w,p,p,k,y,d,e
t,n,c,b,u,s,s,w,g,p,n,y,d,e
t,n,c,b,u,s,s,p,p,p,k,v,d,e
t,n,c,b,w,s,s,g,w,p,n,y,d,e
t,n,c,b,u,s,s,p,p,p,n,v,d,e
t,n,c,b,w,s,s,p,w,p,k,v,d,e
t,n,c,b,w,s,s,p,w,p,k,y,d,e
t,n,c,b,w,s,s,p,g,p,k,v,d,e
t,n,c,b,w,s,s,g,p,p,k,v,d,e
t,n,c,b,n,s,s,w,p,p,k,y,d,e
t,n,c,b,u,s,s,w,g,p,n,y,d,e
t,n,c,b,u,s,s,p,g,p,n,y,d,e
t,n,c,b,w,s,s,g,g,p,n,v,d,e
t,n,c,b,p,s,s,w,p,p,n,v,d,e
t,n,c,b,u,s,s,w,p,p,n,v,d,e
t,n,c,b,w,s,s,w,g,p,n,y,d,e
t,n,c,b,n,s,s,p,p,p,n,y,d,e
t,n,c,b,u,s,s,p,w,p,n,v,d,e
t,n,c,b,u,s,s,w,p,p,k,y,d,e
t,n,c,b,u,s,s,p,w,p,n,v,d,e
t,n,c,b,w,s,s,w,w,p,n,v,d,e
t,n,c,b,p,s,s,p,p,p,n,y,d,e
t,n,c,b,u,s,s,g,p,p,k,v,d,e
f,n,w,b,h,s,f,w,w,e,n,s,g,e
t,n,c,b,w,s,s,g,g,p,n,y,d,e
f,n,w,b,n,f,f,w,w,e,n,s,g,e
t,n,c,b,u,s,s,g,w,p,n,y,d,e
t,n,c,b,w,s,s,w,w,p,k,y,d,e
t,p,c,n,w,s,s,w,w,p,n,s,u,p
t,n,c,b,n,s,s,w,g,p,k,v,d,e
t,n,c,b,w,s,s,w,w,p,k,y,d,e
t,n,c,b,w,s,s,g,g,p,n,y,d,e
t,n,c,b,n,s,s,p,g,p,k,v,d,e
t,n,c,b,n,s,s,g,w,p,k,v,d,e
t,n,c,b,p,s,s,p,g,p,n,y,d,e
t,n,c,b,n,s,s,p,w,p,k,y,d,e
t,n,c,b,n,s,s,p,g,p,n,v,d,e
t,n,c,b,n,s,s,w,w,p,n,y,d,e
t,n,c,b,p,s,s,g,w,p,k,y,d,e
t,n,c,b,u,s,s,g,p,p,k,y,d,e
t,n,c,b,n,s,s,w,p,p,k,y,d,e
t,n,c,b,w,s,s,w,g,p,k,v,d,e
t,n,c,b,p,s,s,p,g,p,k,y,d,e
t,n,c,b,n,s,s,w,w,p,k,v,d,e
f,n,w,b,k,s,s,w,w,e,n,a,g,e
t,n,c,b,n,s,s,g,w,p,k,v,d,e
t,n,c,b,w,s,s,g,g,p,k,y,d,e
t,n,c,b,w,s,s,p,w,p,k,y,d,e
t,n,c,b,p,s,s,g,g,p,n,y,d,e
t,n,c,b,n,s,s,g,p,p,k,y,d,e
t,n,c,b,u,s,s,w,p,p,n,v,d,e
t,n,c,b,p,s,s,w,g,p,n,y,d,e
t,p,c,n,w,s,s,w,w,p,n,v,u,p
t,n,c,b,w,s,s,g,g,p,k,v,d,e
f,n,w,b,k,s,s,w,w,e,k,s,g,e
f,n,w,b,p,s,f,w,w,e,n,s,g,e
t,n,c,b,p,s,s,p,g,p,k,v,d,e
t,n,c,b,n,s,s,p,g,p,k,y,d,e
t,n,c,b,n,s,s,g,g,p,k,v,d,e
t,n,c,b,n,s,s,p,g,p,k,v,d,e
t,n,c,b,u,s,s,w,g,p,k,y,d,e
t,n,c,b,w,s,s,p,p,p,n,v,d,e
f,f,c,b,h,k,k,n,n,l,h,y,d,p
t,n,c,b,w,s,s,g,g,p,k,y,d,e
f,n,w,b,h,s,s,w,w,e,k,a,g,e
t,p,c,n,n,s,s,w,w,p,n,v,g,p
t,n,c,b,p,s,s,p,p,p,n,y,d,e
t,n,c,b,n,s,s,w,w,p,n,v,d,e
t,n,c,b,p,s,s,g,p,p,k,y,d,e
t,n,c,b,u,s,s,p,w,p,k,v,d,e
t,n,c,b,w,s,s,p,p,p,k,v,d,e
t,n,c,b,u,s,s,p,p,p,n,v,d,e
t,n,c,b,u,s,s,g,w,p,k,y,d,e
t,n,c,b,u,s,s,w,g,p,k,v,d,e
t,n,c,b,n,s,s,g,p,p,n,y,d,e
t,n,c,b,u,s,s,g,g,p,n,y,d,e
t,n,c,b,n,s,s,w,w,p,k,y,d,e
t,p,c,n,n,s,s,w,w,p,k,v,g,p
t,n,c,b,n,s,s,w,w,p,k,v,d,e
t,n,c,b,p,s,s,g,p,p,k,v,d,e
t,n,c,b,w,s,s,w,p,p,k,v,d,e
t,n,c,b,p,s,s,p,p,p,k,v,d,e
t,n,c,b,w,s,s,w,w,p,n,v,d,e
t,n,c,b,w,s,s,g,w,p,n,y,d,e
t,n,c,b,w,s,s,w,w,p,n,y,d,e
t,n,c,b,w,s,s,g,w,p,k,y,d,e
t,n,c,b,n,s,s,p,g,p,n,y,d,e
t,n,c,b,p,s,s,w,w,p,k,v,d,e
t,n,c,b,p,s,s,w,p,p,n,v,d,e
t,n,c,b,p,s,s,p,p,p,n,v,d,e
t,n,c,b,n,s,s,p,p,p,k,v,d,e
t,n,c,b,u,s,s,p,p,p,n,v,d,e
t,n,c,b,p,s,s,p,p,p,k,y,d,e
t,n,c,b,w,s,s,g,p,p,n,v,d,e
t,n,c,b,u,s,s,g,w,p,k,y,d,e
t,n,c,b,p,s,s,p,g,p,k,y,d,e
t,n,c,b,p,s,s,p,g,p,k,v,d,e
t,n,c,b,u,s,s,p,g,p,n,y,d,e
t,n,c,b,p,s,s,g,w,p,n,v,d,e
t,n,c,b,p,s,s,g,p,p,k,y,d,e
t,n,c,b,n,s,s,p,p,p,n,y,d,e
t,n,c,b,u,s,s,w,w,p,n,y,d,e
t,n,c,b,p,s,s,g,g,p,n,v,d,e
f,c,c,n,g,s,s,w,w,p,k,v,d,p
t,n,c,b,u,s,s,p,p,p,n,y,d,e
t,n,c,b,w,s,s,p,g,p,k,y,d,e
t,n,c,b,w,s,s,p,p,p,k,y,d,e
t,n,c,b,u,s,s,p,g,p,n,v,d,e
t,n,c,b,n,s,s,w,g,p,k,y,d,e
t,n,c,b,w,s,s,w,g,p,n,y,d,e
t,n,c,b,n,s,s,p,w,p,n,y,d,e
t,n,c,b,p,s,s,g,w,p,k,v,d,e
t,n,c,b,u,s,s,p,g,p,n,y,d,e
t,n,c,b,p,s,s,w,g,p,n,y,d,e
t,n,c,b,u,s,s,w,g,p,n,v,d,e
t,n,c,b,p,s,s,p,g,p,k,y,d,e
t,n,c,b,u,s,s,g,w,p,k,v,d,e
t,n,c,b,u,s,s,w,w,p,n,y,d,e
t,n,c,b,w,s,s,p,p,p,k,y,d,e
t,n,c,b,n,s,s,p,w,p,k,y,d,e
f,f,c,b,h,k,k,b,b,l,h,y,g,p
t,n,c,b,u,s,s,w,p,p,k,v,d,e
t,n,c,b,p,s,s,g,p,p,n,y,d,e
t,n,c,b,w,s,s,p,g,p,k,v,d,e
t,n,c,b,p,s,s,w,w,p,n,y,d,e
t,n,c,b,p,s,s,p,w,p,k,v,d,e
t,n,c,b,n,s,s,w,w,p,k,y,d,e
t,n,c,b,p,s,s,p,w,p,n,y,d,e
t,n,c,b,w,s,s,p,p,p,n,y,d,e
f,n,w,b,k,s,f,w,w,e,n,a,g,e
t,n,c,b,n,s,s,w,w,p,k,y,d,e
t,n,c,b,p,s,s,w,p,p,k,y,d,e
t,n,c,b,p,s,s,p,p,p,k,v,d,e
t,n,c,b,n,s,s,g,w,p,n,y,d,e
t,n,c,b,p,s,s,w,w,p,n,v,d,e
t,n,c,b,p,s,s,g,g,p,k,y,d,e
t,n,c,b,w,s,s,w,p,p,n,v,d,e
t,n,c,b,w,s,s,w,p,p,k,v,d,e
t,n,c,b,p,s,s,w,w,p,k,y,d,e
t,n,c,b,n,s,s,g,w,p,k,y,d,e
t,n,c,b,u,s,s,w,p,p,k,v,d,e
t,n,c,b,u,s,s,p,w,p,n,y,d,e
t,n,c,b,p,s,s,g,g,p,k,v,d,e
t,n,c,b,p,s,s,g,p,p,n,v,d,e
t,n,c,b,p,s,s,p,w,p,k,v,d,e
t,n,c,b,u,s,s,p,p,p,k,y,d,e
t,n,c,b,w,s,s,g,p,p,k,v,d,e
t,n,c,b,p,s,s,w,g,p,k,v,d,e
t,n,c,b,p,s,s,w,g,p,n,v,d,e
t,n,c,b,w,s,s,g,g,p,k,v,d,e
t,n,c,b,w,s,s,p,w,p,n,v,d,e
t,n,c,b,p,s,s,w,p,p,n,y,d,e
t,n,c,b,n,s,s,w,p,p,n,v,d,e
t,n,c,b,w,s,s,p,g,p,k,v,d,e
t,n,c,b,u,s,s,w,g,p,k,y,d,e
t,p,c,n,k,s,s,w,w,p,k,s,u,p
f,n,w,b,n,f,s,w,w,e,n,s,g,e
t,n,c,b,u,s,s,g,p,p,k,v,d,e
t,n,c,b,n,s,s,w,g,p,k,y,d,e
f,c,w,n,u,s,s,w,w,p,n,s,d,p
t,n,c,b,w,s,s,p,p,p,k,y,d,e
t,n,c,b,p,s,s,w,g,p,k,v,d,e
t,n,c,b,p,s,s,w,w,p,n,y,d,e
t,n,c,b,u,s,s,p,g,p,k,v,d,e
f,n,w,b,k,s,s,w,w,e,n,s,g,e
t,n,c,b,p,s,s,g,p,p,n,v,d,e
t,n,c,b,n,s,s,g,p,p,n,v,d,e
t,n,c,b,n,s,s,p,p,p,n,v,d,e
t,n,c,b,n,s,s,g,w,p,n,y,d,e
t,n,c,b,n,s,s,p,w,p,k,v,d,e
t,n,c,b,w,s,s,w,p,p,n,v,d,e
t,n,c,b,p,s,s,g,p,p,k,y,d,e
t,p,c,n,p,s,s,w,w,p,n,v,u,p
t,n,c,b,u,s,s,w,w,p,n,y,d,e
t,n,c,b,w,s,s,g,w,p,k,y,d,e
t,n,c,b,n,s,s,p,p,p,n,v,d,e
t,n,c,b,p,s,s,w,g,p,k,v,d,e
f,n,w,b,h,f,f,w,w,e,k,s,g,e
f,n,w,b,k,f,s,w,w,e,n,a,g,e
t,n,c,b,w,s,s,p,p,p,k,v,d,e
t,n,c,b,n,s,s,p,g,p,n,v,d,e
t,n,c,b,p,s,s,w,g,p,n,y,d,e
t,n,c,b,u,s,s,p,p,p,n,y,d,e
t,n,c,b,p,s,s,p,w,p,n,y,d,e
t,n,c,b,w,s,s,w,p,p,k,y,d,e
t,n,c,b,w,s,s,w,w,p,k,v,d,e
t,n,c,b,w,s,s,w,g,p,k,v,d,e
t,n,c,b,n,s,s,w,p,p,n,y,d,e
t,n,c,b,w,s,s,p,p,p,n,v,d,e
f,c,w,n,p,s,s,w,w,p,n,s,d,p
t,n,c,b,u,s,s,p,p,p,k,y,d,e
t,n,c,b,p,s,s,p,p,p,n,y,d,e
t,n,c,b,u,s,s,w,w,p,k,v,d,e
t,n,c,b,p,s,s,p,g,p,k,v,d,e
t,n,c,b,w,s,s,g,p,p,k,y,d,e
f,n,w,b,n,f,s,w,w,e,n,s,g,e
t,n,c,b,u,s,s,p,p,p,n,y,d,e
t,n,c,b,p,s,s,p,p,p,k,v,d,e
t,n,c,b,n,s,s,w,g,p,n,v,d,e
t,n,c,b,p,s,s,w,g,p,k,v,d,e
t,n,c,b,n,s,s,g,w,p,k,y,d,e
t,n,c,b,n,s,s,w,p,p,n,y,d,e
t,n,c,b,n,s,s,w,w,p,k,v,d,e
t,n,c,b,u,s,s,p,w,p,n,y,d,e
t,n,c,b,w,s,s,w,w,p,k,y,d,e
t,n,c,b,p,s,s,w,p,p,k,v,d,e
t,n,c,b,p,s,s,p,w,p,n,y,d,e
t,n,c,b,n,s,s,w,p,p,n,v,d,e
t,n,c,b,w,s,s,p,p,p,k,y,d,e
t,n,c,b,n,s,s,p,p,p,k,y,d,e
f,f,c,b,g,k,k,n,b,l,h,y,p,p
t,n,c,b,u,s,s,p,p,p,k,v,d,e
t,n,c,b,u,s,s,g,g,p,k,v,d,e
f,f,c,b,h,k,k,p,b,l,h,v,d,p
t,n,c,b,n,s,s,w,w,p,k,v,d,e
t,n,c,b,n,s,s,w,g,p,k,v,d,e
f,f,c,b,h,k,k,b,n,l,h,y,d,p
f,c,w,n,n,s,s,w,w,p,n,s,d,p
t,n,c,b,u,s,s,w,w,p,k,v,d,e
t,n,c,b,p,s,s,p,g,p,n,y,d,e
t,n,c,b,u,s,s,w,p,p,n,v,d,e
t,n,c,b,w,s,s,w,p,p,k,y,d,e
t,n,c,b,n,s,s,w,g,p,n,v,d,e
t,n,c,b,n,s,s,g,g,p,n,y,d,e
t,n,c,b,w,s,s,w,p,p,n,y,d,e
t,n,c,b,p,s,s,g,p,p,k,v,d,e
t,n,c,b,w,s,s,w,w,p,k,y,d,e
t,n,c,b,u,s,s,p,g,p,k,v,d,e
t,n,c,b,p,s,s,w,g,p,k,y,d,e
t,n,c,b,u,s,s,p,w,p,n,v,d,e
t,n,c,b,n,s,s,p,g,p,k,y,d,e
t,n,c,b,p,s,s,w,g,p,k,y,d,e
t,n,c,b,u,s,s,p,p,p,n,v,d,e
t,n,c,b,w,s,s,p,g,p,n,v,d,e
t,n,c,b,u,s,s,p,g,p,n,v,d,e
t,n,c,b,n,s,s,p,w,p,n,v,d,e
t,n,c,b,u,s,s,p,g,p,k,y,d,e
f,c,c,n,g,s,s,w,w,p,k,v,d,p
t,n,c,b,u,s,s,w,p,p,k,y,d,e
t,n,c,b,w,s,s,p,w,p,n,v,d,e
t,n,c,b,n,s,s,g,g,p,n,y,d,e
t,n,c,b,n,s,s,p,p,p,k,v,d,e
t,n,c,b,w,s,s,w,p,p,k,y,d,e
f,f,c,b,p,k,k,b,p,l,h,y,d,p
t,n,c,b,n,s,s,w,p,p,k,y,d,e
t,n,c,b,p,s,s,g,g,p,n,v,d,e
t,n,c,b,w,s,s,w,w,p,k,v,d,e
t,n,c,b,p,s,s,p,p,p,n,v,d,e
f,f,c,b,p,k,k,b,p,l,h,v,g,p
t,n,c,b,w,s,s,w,g,p,n,y,d,e
t,n,c,b,p,s,s,g,p,p,k,v,d,e
t,n,c,b,p,s,s,g,w,p,k,v,d,e
t,n,c,b,n,s,s,w,w,p,k,y,d,e
t,n,c,b,u,s,s,w,g,p,n,y,d,e
t,n,c,b,n,s,s,w,g,p,k,y,d,e
t,n,c,b,p,s,s,g,g,p,k,y,d,e
t,n,c,b,n,s,s,p,p,p,k,y,d,e
t,n,c,b,n,s,s,p,w,p,k,v,d,e
t,n,c,b,p,s,s,p,g,p,n,v,d,e
t,n,c,b,n,s,s,w,g,p,n,v,d,e
t,n,c,b,n,s,s,p,p,p,k,v,d,e
t,n,c,b,w,s,s,w,g,p,n,v,d,e
t,n,c,b,p,s,s,p,p,p,n,v,d,e
t,n,c,b,w,s,s,p,g,p,n,y,d,e
t,n,c,b,u,s,s,p,g,p,k,v,d,e
t,n,c,b,w,s,s,g,g,p,n,v,d,e
t,n,c,b,p,s,s,p,g,p,n,v,d,e
t,n,c,b,p,s,s,g,p,p,k,y,d,e
t,n,c,b,n,s,s,p,w,p,n,v,d,e
t,n,c,b,p,s,s,w,w,p,k,y,d,e
t,n,c,b,w,s,s,p,p,p,n,v,d,e
f,f,c,b,g,k,k,b,n,l,h,v,p,p
t,n,c,b,n,s,s,w,w,p,k,y,d,e
t,n,c,b,w,s,s,g,g,p,n,y,d,e
t,n,c,b,n,s,s,w,g,p,n,y,d,e
t,n,c,b,n,s,s,p,p,p,n,y,d,e
t,n,c,b,w,s,s,g,w,p,k,v,d,e
t,n,c,b,u,s,s,w,w,p,k,y,d,e
t,n,c,b,n,s,s,g,g,p,k,y,d,e
t,n,c,b,n,s,s,p,g,p,k,v,d,e
t,n,c,b,w,s,s,p,w,p,k,y,d,e
t,n,c,b,n,s,s,g,w,p,n,v,d,e
f,f,c,b,g,k,k,p,n,l,h,v,p,p
t,n,c,b,p,s,s,p,w,p,n,v,d,e
t,n,c,b,n,s,s,g,g,p,n,v,d,e
t,n,c,b,n,s,s,w,p,p,k,y,d,e
t,n,c,b,n,s,s,w,g,p,n,v,d,e
t,n,c,b,p,s,s,p,p,p,k,y,d,e
t,n,c,b,w,s,s,p,w,p,n,v,d,e
t,n,c,b,u,s,s,w,g,p,n,y,d,e
t,n,c,b,n,s,s,g,g,p,n,y,d,e
t,n,c,b,p,s,s,p,g,p,k,v,d,e
t,n,c,b,w,s,s,w,p,p,k,y,d,e
t,n,c,b,p,s,s,w,w,p,n,y,d,e
t,n,c,b,u,s,s,g,w,p,n,y,d,e
t,n,c,b,w,s,s,w,w,p,n,y,d,e
t,n,c,b,p,s,s,g,g,p,k,y,d,e
t,n,c,b,u,s,s,g,g,p,n,v,d,e
t,n,c,b,n,s,s,p,p,p,n,v,d,e
t,n,c,b,n,s,s,w,g,p,n,y,d,e
t,n,c,b,u,s,s,p,g,p,k,y,d,e
t,n,c,b,p,s,s,g,g,p,n,v,d,e
t,n,c,b,w,s,s,w,g,p,n,v,d,e
t,n,c,b,p,s,s,w,w,p,n,v,d,e
f,c,c,n,g,s,s,w,w,p,n,v,d,p
t,n,c,b,n,s,s,p,p,p,n,v,d,e
t,n,c,b,w,s,s,g,g,p,n,y,d,e
f,n,w,b,p,s,f,w,w,e,k,a,g,e
t,n,c,b,w,s,s,g,w,p,n,v,d,e
t,n,c,b,n,s,s,p,w,p,n,y,d,e
t,n,c,b,w,s,s,g,g,p,n,v,d,e
t,n,c,b,w,s,s,w,w,p,n,v,d,e
t,n,c,b,p,s,s,p,g,p,n,v,d,e
t,n,c,b,n,s,s,p,g,p,n,y,d,e
t,n,c,b,n,s,s,p,g,p,n,v,d,e
t,n,c,b,n,s,s,p,g,p,n,v,d,e
t,n,c,b,p,s,s,g,g,p,k,v,d,e
t,n,c,b,u,s,s,g,g,p,k,y,d,e
t,n,c,b,p,s,s,p,w,p,n,v,d,e
t,n,c,b,w,s,s,w,w,p,k,v,d,e
t,n,c,b,u,s,s,g,g,p,k,v,d,e
t,n,c,b,w,s,s,p,p,p,n,y,d,e
t,n,c,b,u,s,s,g,w,p,n,y,d,e
t,n,c,b,p,s,s,g,p,p,k,y,d,e
f,n,w,b,h,s,f,w,w,e,k,s,g,e
t,n,c,b,p,s,s,w,g,p,n,v,d,e
t,n,c,b,u,s,s,g,g,p,k,y,d,e
t,n,c,b,n,s,s,p,g,p,n,y,d,e
t,n,c,b,w,s,s,g,g,p,k,v,d,e
t,n,c,b,u,s,s,g,g,p,n,y,d,e
t,n,c,b,w,s,s,p,w,p,k,y,d,e
t,n,c,b,p,s,s,p,g,p,k,v,d,e
t,n,c,b,w,s,s,w,w,p,k,v,d,e
t,n,c,b,u,s,s,w,w,p,k,y,d,e
t,n,c,b,p,s,s,g,g,p,k,v,d,e
t,n,c,b,w,s,s,p,w,p,k,v,d,e
t,n,c,b,w,s,s,p,w,p,n,y,d,e
t,n,c,b,p,s,s,g,w,p,n,v,d,e
t,n,c,b,p,s,s,g,g,p,n,v,d,e
t,n,c,b,p,s,s,g,p,p,n,y,d,e
t,n,c,b,n,s,s,g,p,p,k,v,d,e
t,n,c,b,p,s,s,p,w,p,k,v,d,e
t,n,c,b,u,s,s,p,g,p,k,y,d,e
t,n,c,b,n,s,s,w,g,p,n,v,d,e
t,n,c,b,n,s,s,g,g,p,k,y,d,e
t,n,c,b,w,s,s,g,g,p,n,y,d,e
t,n,c,b,u,s,s,g,p,p,n,y,d,e
t,n,c,b,w,s,s,p,p,p,n,v,d,e
t,n,c,b,n,s,s,p,w,p,n,y,d,e
t,n,c,b,p,s,s,p,g,p,n,v,d,e
t,n,c,b,w,s,s,w,p,p,n,y,d,e
t,n,c,b,w,s,s,g,g,p,k,v,d,e
t,n,c,b,u,s,s,p,p,p,k,v,d,e
t,n,c,b,n,s,s,w,p,p,k,v,d,e
t,n,c,b,u,s,s,p,p,p,n,v,d,e
t,n,c,b,u,s,s,p,w,p,n,y,d,e
t,n,c,b,n,s,s,p,p,p,k,y,d,e
t,n,c,b,p,s,s,p,p,p,n,v,d,e
t,n,c,b,n,s,s,g,p,p,n,y,d,e
t,n,c,b,u,s,s,p,g,p,k,v,d,e
f,c,c,n,p,s,s,w,w,p,n,v,d,p
t,n,c,b,p,s,s,w,w,p,k,y,d,e
t,n,c,b,w,s,s,w,w,p,n,v,d,e
t,n,c,b,w,s,s,g,p,p,n,y,d,e
t,n,c,b,n,s,s,g,p,p,n,v,d,e
t,n,c,b,w,s,s,g,g,p,k,y,d,e
t,n,c,b,w,s,s,p,w,p,k,v,d,e
f,n,w,b,n,s,s,w,w,e,n,a,g,e
t,n,c,b,w,s,s,p,g,p,k,y,d,e
t,n,c,b,w,s,s,w,p,p,n,v,d,e
t,n,c,b,p,s,s,p,w,p,k,v,d,e
t,n,c,b,p,s,s,w,g,p,n,v,d,e
t,n,c,b,n,s,s,g,g,p,n,y,d,e
t,n,c,b,p,s,s,g,p,p,k,y,d,e
f,f,c,b,h,k,k,b,p,l,h,y,g,p
t,n,c,b,w,s,s,w,w,p,n,v,d,e
t,n,c,b,u,s,s,p,g,p,k,v,d,e
t,n,c,b,n,s,s,p,w,p,n,v,d,e
t,n,c,b,n,s,s,p,g,p,k,y,d,e
t,n,c,b,n,s,s,g,w,p,k,v,d,e
t,n,c,b,w,s,s,w,g,p,n,y,d,e
t,n,c,b,u,s,s,g,p,p,k,v,d,e
t,n,c,b,w,s,s,w,g,p,k,v,d,e
t,n,c,b,u,s,s,g,w,p,n,y,d,e
t,n,c,b,w,s,s,p,g,p,k,v,d,e
t,n,c,b,n,s,s,p,g,p,k,y,d,e
